LMK_KEY,IMPROVEMENT_ITEM,IMPROVEMENT_SUMMARY_TEXT,IMPROVEMENT_DESCR_TEXT,IMPROVEMENT_ID,IMPROVEMENT_ID_TEXT,INDICATIVE_COST
ccd43570881466d5a17dbc00eac0abf4956ba24dc1db00a815ed69e347b50dfb,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
e23c8824da6cee2345c3bb13b3edf497ffca7330177efe2953f3467c417ad4d9,1,Floor insulation (suspended floor),Floor insulation (suspended floor),57,,"£800 - £1,200"
e23c8824da6cee2345c3bb13b3edf497ffca7330177efe2953f3467c417ad4d9,2,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
e23c8824da6cee2345c3bb13b3edf497ffca7330177efe2953f3467c417ad4d9,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
ec7899de2af4ab867db545405b02da86f01bb74e8d8993b15fd139dc06d9beec,1,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
ec7899de2af4ab867db545405b02da86f01bb74e8d8993b15fd139dc06d9beec,2,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
ec7899de2af4ab867db545405b02da86f01bb74e8d8993b15fd139dc06d9beec,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
611ecc8b09ff379d44d1b96a26b1a5e41be2d808feab98a3cf9251521ed89563,1,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
611ecc8b09ff379d44d1b96a26b1a5e41be2d808feab98a3cf9251521ed89563,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£50
611ecc8b09ff379d44d1b96a26b1a5e41be2d808feab98a3cf9251521ed89563,3,Replace boiler with new condensing boiler,Condensing boiler,20.0,,"£2,200 - £3,000"
611ecc8b09ff379d44d1b96a26b1a5e41be2d808feab98a3cf9251521ed89563,4,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
611ecc8b09ff379d44d1b96a26b1a5e41be2d808feab98a3cf9251521ed89563,5,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
de6c686c652f3909324376f50aeb4ecbd1554ee84cb086a9ae4556dd0ba3babe,1,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
de6c686c652f3909324376f50aeb4ecbd1554ee84cb086a9ae4556dd0ba3babe,2,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
3a3052933846c234a9a21e4f0c435d042b3573be7286c1edbe2bc630e849cf32,1,Increase loft insulation to 270 mm,Increase loft insulation to 270 mm,5.0,,£100 - £350
3a3052933846c234a9a21e4f0c435d042b3573be7286c1edbe2bc630e849cf32,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
3a3052933846c234a9a21e4f0c435d042b3573be7286c1edbe2bc630e849cf32,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
4409237cc1550b85e526a4acfc67f3e8af6f1112cc708ee717250cce695f3a94,1,Increase loft insulation to 270 mm,Increase loft insulation to 270 mm,5.0,,£100 - £350
4409237cc1550b85e526a4acfc67f3e8af6f1112cc708ee717250cce695f3a94,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
4409237cc1550b85e526a4acfc67f3e8af6f1112cc708ee717250cce695f3a94,3,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
4409237cc1550b85e526a4acfc67f3e8af6f1112cc708ee717250cce695f3a94,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
0dcfddac5151892a704e452f10ae742b7479c2a8bff6a7417bcad1d877748ad9,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
0dcfddac5151892a704e452f10ae742b7479c2a8bff6a7417bcad1d877748ad9,2,Heating controls (thermostatic radiator valves),Heating controls (TRVs),13.0,,£350 - £450
0dcfddac5151892a704e452f10ae742b7479c2a8bff6a7417bcad1d877748ad9,3,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
0dcfddac5151892a704e452f10ae742b7479c2a8bff6a7417bcad1d877748ad9,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
16f8ff78f5faa87f12a2018a66c94619648677e65c22fff94e5d95c8bd439dcd,1,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
16f8ff78f5faa87f12a2018a66c94619648677e65c22fff94e5d95c8bd439dcd,2,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
289d8517c4afd89939bc95ee204de9ff6ae105581814f3118ef057d9a897b77e,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
289d8517c4afd89939bc95ee204de9ff6ae105581814f3118ef057d9a897b77e,2,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
289d8517c4afd89939bc95ee204de9ff6ae105581814f3118ef057d9a897b77e,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
52e8411ef40cffb320616a349dbb8ce9827f2f9fe2f939b129ea315352088262,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
52e8411ef40cffb320616a349dbb8ce9827f2f9fe2f939b129ea315352088262,2,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
52e8411ef40cffb320616a349dbb8ce9827f2f9fe2f939b129ea315352088262,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
62e244a1131298145cf525e415d8363c58a2248956f38914d965d63f66c5e0de,1,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
62e244a1131298145cf525e415d8363c58a2248956f38914d965d63f66c5e0de,2,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
65e42fd0c3eeb8b56c7e99ee7471268faa94dd79d26eac80f1fa4b32cf6b120c,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
65e42fd0c3eeb8b56c7e99ee7471268faa94dd79d26eac80f1fa4b32cf6b120c,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£10
65e42fd0c3eeb8b56c7e99ee7471268faa94dd79d26eac80f1fa4b32cf6b120c,3,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
65e42fd0c3eeb8b56c7e99ee7471268faa94dd79d26eac80f1fa4b32cf6b120c,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
72f8d32b89a449f6a1ae5cc986a694a4c9af671e7727a38231011d7669a0d9e2,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
72f8d32b89a449f6a1ae5cc986a694a4c9af671e7727a38231011d7669a0d9e2,2,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
72f8d32b89a449f6a1ae5cc986a694a4c9af671e7727a38231011d7669a0d9e2,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
9fdbcf50a94164b5feced99397e673eea1b89414ffac9dbebd708d3709f774d3,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
9fdbcf50a94164b5feced99397e673eea1b89414ffac9dbebd708d3709f774d3,2,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
9fdbcf50a94164b5feced99397e673eea1b89414ffac9dbebd708d3709f774d3,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
b22d2eca2ed62eae5d5100e30691c182308dd4a3da2d439fd83791b3a36c51c4,1,Cavity wall insulation,Cavity wall insulation,6,,"£500 - £1,500"
b22d2eca2ed62eae5d5100e30691c182308dd4a3da2d439fd83791b3a36c51c4,2,Low energy lighting for all fixed outlets,Low energy lighting,35,,£25
b22d2eca2ed62eae5d5100e30691c182308dd4a3da2d439fd83791b3a36c51c4,3,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
b22d2eca2ed62eae5d5100e30691c182308dd4a3da2d439fd83791b3a36c51c4,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
da6e8a1e035301d2cab7d655c3ec9d969b7636851dd91d5c1c5f1baa7e961647,1,Cavity wall insulation,Cavity wall insulation,6,,"£500 - £1,500"
da6e8a1e035301d2cab7d655c3ec9d969b7636851dd91d5c1c5f1baa7e961647,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57,,"£800 - £1,200"
da6e8a1e035301d2cab7d655c3ec9d969b7636851dd91d5c1c5f1baa7e961647,3,Low energy lighting for all fixed outlets,Low energy lighting,35,,£45
da6e8a1e035301d2cab7d655c3ec9d969b7636851dd91d5c1c5f1baa7e961647,4,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
da6e8a1e035301d2cab7d655c3ec9d969b7636851dd91d5c1c5f1baa7e961647,5,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
e690ef5940db823b7b0040c9eb658f91e73b1385a35de67f3518436154028007,1,Floor insulation (suspended floor),Floor insulation (suspended floor),57,,"£800 - £1,200"
e690ef5940db823b7b0040c9eb658f91e73b1385a35de67f3518436154028007,2,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
e690ef5940db823b7b0040c9eb658f91e73b1385a35de67f3518436154028007,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
ebb08a51224db753a088864f0086ebd0e26b49ff0cb60bad6e03f4cdf87472a1,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
ebb08a51224db753a088864f0086ebd0e26b49ff0cb60bad6e03f4cdf87472a1,2,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
ebb08a51224db753a088864f0086ebd0e26b49ff0cb60bad6e03f4cdf87472a1,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
eec3cf5d95edea00dd94ffe26dd0a6d3e021464d6744ba1b83d4870fae99e210,1,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
eec3cf5d95edea00dd94ffe26dd0a6d3e021464d6744ba1b83d4870fae99e210,2,Low energy lighting for all fixed outlets,Low energy lighting,35,,£25
eec3cf5d95edea00dd94ffe26dd0a6d3e021464d6744ba1b83d4870fae99e210,3,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
eec3cf5d95edea00dd94ffe26dd0a6d3e021464d6744ba1b83d4870fae99e210,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
197668693b286a3b124a68119cd06bf7af618c52c1d7b35dfa0da8dbf129a0b2,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45.0,,"£850 - £1,500"
197668693b286a3b124a68119cd06bf7af618c52c1d7b35dfa0da8dbf129a0b2,2,Room-in-roof insulation,Room-in-roof insulation,46.0,,"£1,500 - £2,700"
197668693b286a3b124a68119cd06bf7af618c52c1d7b35dfa0da8dbf129a0b2,3,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
197668693b286a3b124a68119cd06bf7af618c52c1d7b35dfa0da8dbf129a0b2,4,Draught proofing,Draught proofing,10.0,,£80 - £120
197668693b286a3b124a68119cd06bf7af618c52c1d7b35dfa0da8dbf129a0b2,5,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
197668693b286a3b124a68119cd06bf7af618c52c1d7b35dfa0da8dbf129a0b2,6,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8.0,,"£3,300 - £6,500"
197668693b286a3b124a68119cd06bf7af618c52c1d7b35dfa0da8dbf129a0b2,7,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
6cd8a82d9177005d5bb1f2783550f8a7b6d16e241ebbe1f0614668111ae09f56,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
6cd8a82d9177005d5bb1f2783550f8a7b6d16e241ebbe1f0614668111ae09f56,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
6cd8a82d9177005d5bb1f2783550f8a7b6d16e241ebbe1f0614668111ae09f56,3,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£55
6cd8a82d9177005d5bb1f2783550f8a7b6d16e241ebbe1f0614668111ae09f56,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
9d01b8184bca2016df0442b1529147829ced5b708d4017c197b91eba906b1144,1,Floor insulation (suspended floor),Floor insulation (suspended floor),57.0,,"£800 - £1,200"
9d01b8184bca2016df0442b1529147829ced5b708d4017c197b91eba906b1144,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£45
9d01b8184bca2016df0442b1529147829ced5b708d4017c197b91eba906b1144,3,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
9d01b8184bca2016df0442b1529147829ced5b708d4017c197b91eba906b1144,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
a051c8689d4253260a1d3c7e555697e61e5d9633796b00cf44720566d35d1e52,1,Increase loft insulation to 270 mm,Increase loft insulation to 270 mm,5,,£100 - £350
a051c8689d4253260a1d3c7e555697e61e5d9633796b00cf44720566d35d1e52,2,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
d2acf4dbf8443a0658d34c152bdb43714d36d002cbc6a7ad468bc6b231a17c85,1,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
d2acf4dbf8443a0658d34c152bdb43714d36d002cbc6a7ad468bc6b231a17c85,2,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
d2acf4dbf8443a0658d34c152bdb43714d36d002cbc6a7ad468bc6b231a17c85,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
f3465379fb7b5274935821e1b6bb38de581f76ca75830dd978961531d90caf99,1,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
f3465379fb7b5274935821e1b6bb38de581f76ca75830dd978961531d90caf99,2,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
f3465379fb7b5274935821e1b6bb38de581f76ca75830dd978961531d90caf99,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
0f5318fdc79eead287bbcfd22aa069c7eafe5d431e3f81b78b94bebb32995952,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
0f5318fdc79eead287bbcfd22aa069c7eafe5d431e3f81b78b94bebb32995952,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£15
0f5318fdc79eead287bbcfd22aa069c7eafe5d431e3f81b78b94bebb32995952,3,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
0f5318fdc79eead287bbcfd22aa069c7eafe5d431e3f81b78b94bebb32995952,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
21939ba7446781425328b6e67555d6bc14b2c73496a916ca1dc061f11a8fcb71,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
21939ba7446781425328b6e67555d6bc14b2c73496a916ca1dc061f11a8fcb71,2,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
21939ba7446781425328b6e67555d6bc14b2c73496a916ca1dc061f11a8fcb71,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
aa988ab2e6641e5b79ca4bcd97b464091c468d708a6bb66f0221006f2140a324,1,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
03d2a5674883cb404f7166cbe90513e29710e88ddd01904bbb478e0fa4160817,1,Floor insulation (suspended floor),Floor insulation (suspended floor),57,,"£800 - £1,200"
03d2a5674883cb404f7166cbe90513e29710e88ddd01904bbb478e0fa4160817,2,Heating controls (room thermostat),Heating controls (room thermostat),14,,£350 - £450
03d2a5674883cb404f7166cbe90513e29710e88ddd01904bbb478e0fa4160817,3,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
03d2a5674883cb404f7166cbe90513e29710e88ddd01904bbb478e0fa4160817,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
4b58f281aeaf65d9a439bac243b0125bfa4bd670a673a4b479cbd3c108d7b1f4,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
4b58f281aeaf65d9a439bac243b0125bfa4bd670a673a4b479cbd3c108d7b1f4,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£30
4b58f281aeaf65d9a439bac243b0125bfa4bd670a673a4b479cbd3c108d7b1f4,3,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
4b58f281aeaf65d9a439bac243b0125bfa4bd670a673a4b479cbd3c108d7b1f4,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
4eeba6721afe176c50ca1dc1d764e3a18009bc9096071ca206a52098b41ac3d4,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
4eeba6721afe176c50ca1dc1d764e3a18009bc9096071ca206a52098b41ac3d4,2,Low energy lighting for all fixed outlets,Low energy lighting,35.0,,£30
4eeba6721afe176c50ca1dc1d764e3a18009bc9096071ca206a52098b41ac3d4,3,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
4eeba6721afe176c50ca1dc1d764e3a18009bc9096071ca206a52098b41ac3d4,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
59b2858229b53eec1c44ff897c1082a2252559856447e0f203f1317c011308a7,1,Room-in-roof insulation,Room-in-roof insulation,46.0,,"£1,500 - £2,700"
59b2858229b53eec1c44ff897c1082a2252559856447e0f203f1317c011308a7,2,Internal or external wall insulation,Internal or external wall insulation,7.0,,"£4,000 - £14,000"
5ffe7eefdbc3b2bc896a721afce7bd9b169b27e285fecb42f3e9021bbf4b8dd7,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
5ffe7eefdbc3b2bc896a721afce7bd9b169b27e285fecb42f3e9021bbf4b8dd7,2,Replace boiler with new condensing boiler,Condensing boiler,20.0,,"£2,200 - £3,000"
5ffe7eefdbc3b2bc896a721afce7bd9b169b27e285fecb42f3e9021bbf4b8dd7,3,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
5ffe7eefdbc3b2bc896a721afce7bd9b169b27e285fecb42f3e9021bbf4b8dd7,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
5ffe7eefdbc3b2bc896a721afce7bd9b169b27e285fecb42f3e9021bbf4b8dd7,5,Wind turbine,Wind turbine,44.0,,"£15,000 - £25,000"
872e7a154e64d4681419056ec863f45d76961951f800b1ea544e75bc67fa4b90,1,Cavity wall insulation,Cavity wall insulation,6.0,,"£500 - £1,500"
872e7a154e64d4681419056ec863f45d76961951f800b1ea544e75bc67fa4b90,2,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
872e7a154e64d4681419056ec863f45d76961951f800b1ea544e75bc67fa4b90,3,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
872e7a154e64d4681419056ec863f45d76961951f800b1ea544e75bc67fa4b90,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
8ab8dd952d5fea55c973ada7ce13164d4b67df9d46d9e67c1945b714950d5eab,1,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
c3232d64ceef4fb4cec9c23c3af8b262d4a891c2aadac457bf45b6ea3f6f7182,1,Cavity wall insulation,Cavity wall insulation,6,,"£500 - £1,500"
c3232d64ceef4fb4cec9c23c3af8b262d4a891c2aadac457bf45b6ea3f6f7182,2,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
c3232d64ceef4fb4cec9c23c3af8b262d4a891c2aadac457bf45b6ea3f6f7182,3,Low energy lighting for all fixed outlets,Low energy lighting,35,,£20
c3232d64ceef4fb4cec9c23c3af8b262d4a891c2aadac457bf45b6ea3f6f7182,4,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
c3232d64ceef4fb4cec9c23c3af8b262d4a891c2aadac457bf45b6ea3f6f7182,5,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
dbe2b3be00a55e6af56f48c7cf30b1b13c0a95995b4701cb01d86b55c07d5aa4,1,Cavity wall insulation,Cavity wall insulation,6,,"£500 - £1,500"
dbe2b3be00a55e6af56f48c7cf30b1b13c0a95995b4701cb01d86b55c07d5aa4,2,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
dbe2b3be00a55e6af56f48c7cf30b1b13c0a95995b4701cb01d86b55c07d5aa4,3,Heating controls (thermostatic radiator valves),Heating controls (TRVs),13,,£350 - £450
dbe2b3be00a55e6af56f48c7cf30b1b13c0a95995b4701cb01d86b55c07d5aa4,4,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
dbe2b3be00a55e6af56f48c7cf30b1b13c0a95995b4701cb01d86b55c07d5aa4,5,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
810f4d5b9922c1a952959edf6432fba07958c631edf0e3c6fe38556aaf705be4,1,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
810f4d5b9922c1a952959edf6432fba07958c631edf0e3c6fe38556aaf705be4,2,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
a21e5436f82331ad06578e278d561d25bca1b0b7965ff9d70aec708a1cc432a0,1,Floor insulation (suspended floor),Floor insulation (suspended floor),57,,"£800 - £1,200"
a21e5436f82331ad06578e278d561d25bca1b0b7965ff9d70aec708a1cc432a0,2,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
a21e5436f82331ad06578e278d561d25bca1b0b7965ff9d70aec708a1cc432a0,3,Low energy lighting for all fixed outlets,Low energy lighting,35,,£30
a21e5436f82331ad06578e278d561d25bca1b0b7965ff9d70aec708a1cc432a0,4,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
b69dd10006a2e5fda32bd0b072e95dc095236f8346dd3cc3379ba72ef2b64e5b,1,Heating controls (room thermostat),Heating controls (room thermostat),14,,£350 - £450
b69dd10006a2e5fda32bd0b072e95dc095236f8346dd3cc3379ba72ef2b64e5b,2,Solar water heating,Solar water heating,19,,"£4,000 - £6,000"
b69dd10006a2e5fda32bd0b072e95dc095236f8346dd3cc3379ba72ef2b64e5b,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34,,"£3,500 - £5,500"
7696c25d5f6b4b214356e92848a7d43adef8f221accccc590a027e84fdf639f5,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
7696c25d5f6b4b214356e92848a7d43adef8f221accccc590a027e84fdf639f5,2,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
7696c25d5f6b4b214356e92848a7d43adef8f221accccc590a027e84fdf639f5,3,"Solar photovoltaic panels, 2.5 kWp",Solar photovoltaic panels,34.0,,"£3,500 - £5,500"
9d0bc87200cffa874f8dfb6f398710f248e4260ba0bea3de3794ce89fd686319,1,Floor insulation (solid floor),Floor insulation (solid floor),58.0,,"£4,000 - £6,000"
9d0bc87200cffa874f8dfb6f398710f248e4260ba0bea3de3794ce89fd686319,2,Solar water heating,Solar water heating,19.0,,"£4,000 - £6,000"
